OTU.ID,Or.Ma.D.s,Or.Ma.R.s,Or.Ma.D.le,Or.Ma.R.le,Or.Ma.D.e,Or.Ma.R.e,Or.Ma.D.re,Or.Ma.R.re,Or.Ma.D.rz,Or.Ma.R.rz,Or.Ma.D.rzs,Or.Ma.R.rzs,Or.Sf.D.s,Or.Sf.R.s,Or.Sf.D.le,Or.Sf.R.le,Or.Sf.D.e,Or.Sf.R.e,Or.Sf.D.re,Or.Sf.R.re,Or.Sf.D.rz,Or.Sf.R.rz,Or.Sf.D.rzs,Or.Sf.R.rzs,Mg.Ma.D.s,Mg.Ma.R.s,Mg.Ma.D.le,Mg.Ma.R.le,Mg.Ma.D.e,Mg.Ma.R.e,Mg.Ma.R.re,Mg.Ma.D.rz,Mg.Ma.R.rz,Mg.Ma.D.rzs,Mg.Ma.R.rzs,Mg.Sf.D.s,Mg.Sf.R.s,Mg.Sf.D.le,Mg.Sf.R.le,Mg.Sf.D.e,Mg.Sf.R.e,Mg.Sf.D.re,Mg.Sf.R.re,Mg.Sf.D.rz,Mg.Sf.R.rz,Mg.Sf.D.rzs,Mg.Sf.R.rzs,Consensus.lineage
OTU_4689,2,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Bljii12;o__AKYG885;f__5B_12;g__5B_12FA
OTU_4692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,90,0,0,8,0,0,0,0,0,29,0,k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium
OTU_4693,0,7,0,0,0,0,0,0,0,0,36,1,0,2,0,0,0,0,0,0,4,1,4,1,7,9,0,0,0,0,0,2,0,11,1,5,2,0,0,0,0,0,0,0,0,11,0,k__Bacteria;p__AD3;c__ABS_6;o__ABS_6CL;f__ABS_6CL;g__ABS_6CL
OTU_4696,4,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,1,0,0,0,2,1,2,18,3,4,0,0,1,0,0,1,2,0,13,3,1,0,0,0,2,0,0,0,4,0,6,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis
OTU_4698,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_4699,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,4,22,1,3,0,0,0,5,0,1,0,0,1,1,3,0,0,7,9,0,0,0,0,1,2,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Hymenobacter
OTU_4703,0,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales;f__Kouleothrixaceae;g__KouleothrixaceaeFA
OTU_4710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_4711,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,0,0,0,0,0,3,2,2,7,0,0,1,0,0,0,0,7,4,5,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4712,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4716,0,0,0,0,0,0,0,0,0,0,1,0,26,5,0,0,0,0,0,0,8,0,12,6,1,9,0,0,0,1,0,0,1,2,8,4,9,0,0,0,0,0,0,0,4,7,3,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
OTU_4718,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4720,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales;f__Kouleothrixaceae;g__KouleothrixaceaeFA
OTU_4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4724,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__DeltaproteobacteriaCL;f__DeltaproteobacteriaCL;g__DeltaproteobacteriaCL
OTU_4725,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4726,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Planctomycetes;c__PW285;o__PW285CL;f__PW285CL;g__PW285CL
OTU_4728,0,0,0,0,3,0,0,7,0,0,13,0,0,1,0,0,0,0,0,0,10,5,5,39,3,2,0,0,0,1,0,0,3,1,16,2,3,0,0,0,2,0,0,0,17,2,2,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
OTU_4729,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR
OTU_4732,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL
OTU_4733,3,2,0,0,0,0,0,0,0,0,6,20,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,13,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_4734,3,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,k__Bacteria;p__Chloroflexi;c__Bljii12;o__B07_WMSP1;f__AKYH910;g__AKYH910FA
OTU_4735,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria
OTU_4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
OTU_4738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Verrucomicrobia;c__VerrucomicrobiaPH;o__VerrucomicrobiaPH;f__VerrucomicrobiaPH;g__VerrucomicrobiaPH
OTU_4739,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,12,0,0,0,0,1,0,0,0,0,0,5,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__BetaproteobacteriaCL;f__BetaproteobacteriaCL;g__BetaproteobacteriaCL
OTU_4749,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,3,6,0,k__Bacteria;p__Firmicutes;c__Clostridia
OTU_4751,0,0,0,0,1,3,0,5,1,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,2,3,10,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
OTU_4753,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,3,7,0,0,0,0,1,5,1,2,0,0,1,11,0,1,1,2,0,0,6,0,0,8,3,0,0,0,2,2,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas
OTU_4754,2,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__Gemmata
OTU_4756,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Cytophaga
OTU_4757,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,1,5,1,0,0,0,0,0,0,14,4,0,0,0,2,0,0,0,3,0,0,1,0,8,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR
OTU_4759,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,k__Bacteria;p__Armatimonadetes;c__S1a_1H;o__S1a_1HCL;f__S1a_1HCL;g__S1a_1HCL
OTU_4761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__TK17;o__mle1_48;f__mle1_48OR;g__mle1_48OR
OTU_4762,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,1,1,0,0,3,0,0,0,0,0,0,2,0,14,10,0,0,0,0,0,1,0,0,5,0,10,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__AcetobacteraceaeFA
OTU_4763,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_4766,0,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR
OTU_4768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_4770,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__CohaesibacteraceaeFA
OTU_4772,0,1,0,0,0,0,0,0,0,4,0,0,8,4,0,0,3,0,1,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,10,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR
OTU_4782,3,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,3,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_4783,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Armatimonadetes;c__5B_18;o__5B_18CL;f__5B_18CL;g__5B_18CL
OTU_4784,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,9,0,12,3,0,0,0,0,0,0,1,2,3,9,2,0,0,0,0,0,0,0,0,2,5,1,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_4785,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA
OTU_4787,2,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__OP3;c__koll11;o__koll11CL;f__koll11CL;g__koll11CL
OTU_4788,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
OTU_4789,3,1,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_4793,12,1,0,0,15,1,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,1,10,0,0,0,0,0,1,1,0,6,0,0,0,0,0,5,0,0,0,0,5,1,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__PlanococcaceaeFA
OTU_4795,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,4,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__CCM11b;c__CCM11bPH;o__CCM11bPH;f__CCM11bPH;g__CCM11bPH
OTU_4797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA
OTU_4799,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__BacteriovoracaceaeFA
OTU_4800,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,k__Bacteria;p__Cyanobacteria;c__S15B_MN24;o__S15B_MN24CL;f__S15B_MN24CL;g__S15B_MN24CL
OTU_4801,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Pontibacter
OTU_4804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,9,0,6,3,2,0,0,0,1,0,0,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__CoxiellaceaeFA
OTU_4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus
OTU_4806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium
OTU_4807,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__EB1017;g__EB1017FA
OTU_4811,0,2,0,0,0,0,0,3,0,0,4,4,2,0,0,0,1,1,15,0,1,0,4,3,2,4,0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0,3,13,3,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Isosphaeraceae;g__IsosphaeraceaeFA
OTU_4812,11,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,2,3,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Solibacter
OTU_4814,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,3,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,4,k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__HolophagalesOR;g__HolophagalesOR
OTU_4820,1,1,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__BetaproteobacteriaCL;f__BetaproteobacteriaCL;g__BetaproteobacteriaCL
OTU_4827,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,2,0,0,0,3,0,10,0,0,12,0,0,0,4,0,0,0,0,1,2,8,0,0,0,1,0,0,1,2,9,0,k__Bacteria;p__Chloroflexi;c__ChloroflexiPH;o__ChloroflexiPH;f__ChloroflexiPH;g__ChloroflexiPH
OTU_4829,11,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__PhycisphaeraeCL;f__PhycisphaeraeCL;g__PhycisphaeraeCL
OTU_4830,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter
OTU_4831,0,18,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,20,3,5,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia
OTU_4837,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_4838,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL
OTU_4841,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,10,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,2,0,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter
OTU_4844,2,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,2,0,0,0,4,1,2,1,1,11,0,0,0,1,0,0,2,0,4,7,3,0,0,0,6,0,0,0,8,3,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae;g__PatulibacteraceaeFA
OTU_4846,5,5,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,1,0,0,0,8,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
OTU_4849,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria
OTU_4850,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces
OTU_4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA
OTU_4856,14,0,0,0,0,0,0,0,2,0,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_4865,1,1,0,0,1,0,3,0,0,1,2,2,2,0,0,0,0,2,5,0,1,0,3,1,1,2,0,0,2,0,0,3,2,3,10,9,1,0,0,1,2,1,20,0,6,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
OTU_4867,9,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA
OTU_4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Isosphaeraceae;g__IsosphaeraceaeFA
OTU_4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR
OTU_4874,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__H39OR;g__H39OR
